KEGG_ID	Metabolism	Pathways	Genes	Genes_name	Isoforms
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	PGM1	phosphoglucomutase	phosphoglucomutase 1
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	PGM2	phosphoglucomutase	phosphoglucomutase 2
hsa00500	Carbohydrate metabolism	Starch and sucrose metabolism - Homo sapiens (human)	PGM2L1	phosphoglucomutase	phosphoglucomutase 2 like 1
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	PGM3	phosphoglucomutase	phosphoglucomutase 3
hsa00630	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism - Homo sapiens (human)	PGP	phosphoglycolate	phosphoglycolate phosphatase
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PGS1	phosphatidylglycerophosphate	phosphatidylglycerophosphate synthase 1
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	PHGDH	phosphoglycerate	phosphoglycerate dehydrogenase
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PHOSPHO1	phosphoethanolamine/phosphocholine	phosphoethanolamine/phosphocholine phosphatase 1
hsa00750	Metabolism of cofactors and vitamins	Vitamin B6 metabolism - Homo sapiens (human)	PHOSPHO2	phosphatase,	phosphatase, orphan 2
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	PHYKPL	5-phosphohydroxy-L-lysine	5-phosphohydroxy-L-lysine phospho-lyase
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PI4K2A	phosphatidylinositol	phosphatidylinositol 4-kinase type 2 alpha
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PI4K2B	phosphatidylinositol	phosphatidylinositol 4-kinase type 2 beta
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PI4KA	phosphatidylinositol	phosphatidylinositol 4-kinase alpha
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PI4KB	phosphatidylinositol	phosphatidylinositol 4-kinase beta
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIK3C2A	phosphatidylinositol-4-phosphate	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIK3C2B	phosphatidylinositol-4-phosphate	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIK3C2G	phosphatidylinositol-4-phosphate	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIK3C3	phosphatidylinositol	phosphatidylinositol 3-kinase catalytic subunit type 3
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PI3KP110ALPHA	phosphatidylinositol-4,5-bisphosphate	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIK3CB	phosphatidylinositol-4,5-bisphosphate	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIK3CD	phosphatidylinositol-4,5-bisphosphate	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIK3CG	phosphatidylinositol-4,5-bisphosphate	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIKFYVE	phosphoinositide	phosphoinositide kinase, FYVE-type zinc finger containing
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIP4K2A	phosphatidylinositol-5-phosphate	phosphatidylinositol-5-phosphate 4-kinase type 2 alpha
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIP4K2B	phosphatidylinositol-5-phosphate	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIP4K2C	phosphatidylinositol-5-phosphate	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIP5K1A	phosphatidylinositol-4-phosphate	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIP5K1B	phosphatidylinositol-4-phosphate	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIP5K1C	phosphatidylinositol-4-phosphate	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PIP5KL1	phosphatidylinositol-4-phosphate	phosphatidylinositol-4-phosphate 5-kinase like 1
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	PIPOX	pipecolic	pipecolic acid and sarcosine oxidase
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PISD	phosphatidylserine	phosphatidylserine decarboxylase
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	PITPNM1	glucosylceramidase	glucosylceramidase beta 1
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	PKLR	pyruvate	pyruvate kinase L/R
hsa00010	Carbohydrate metabolism	Glycolysis / Gluconeogenesis - Homo sapiens (human)	PKM	pyruvate	pyruvate kinase M1/2
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA1A	phospholipase	phospholipase A1 member A
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G10	phospholipase	phospholipase A2 group X
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G12A	phospholipase	phospholipase A2 group XIIA
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G12B	phospholipase	phospholipase A2 group XIIB
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G15	phospholipase	phospholipase A2 group XV
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G16	phospholipase	phospholipase A and acyltransferase 3
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G1B	phospholipase	phospholipase A2 group IB
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G2A	phospholipase	phospholipase A2 group IIA
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G2C	phospholipase	phospholipase A2 group IIC
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G2D	phospholipase	phospholipase A2 group IID
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G2E	phospholipase	phospholipase A2 group IIE
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G2F	phospholipase	phospholipase A2 group IIF
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G3	phospholipase	phospholipase A2 group III
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G4A	phospholipase	phospholipase A2 group IVA
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G4B	phospholipase	phospholipase A2 group IVB
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G4C	phospholipase	phospholipase A2 group IVC
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G4D	phospholipase	phospholipase A2 group IVD
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G4E	phospholipase	phospholipase A2 group IVE
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G4F	phospholipase	phospholipase A2 group IVF
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G5	phospholipase	phospholipase A2 group V
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLA2G6	phospholipase	phospholipase A2 group VI
hsa00565	Lipid metabolism	Ether lipid metabolism - Homo sapiens (human)	PLA2G7	phospholipase	phospholipase A2 group VII
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLB1	phospholipase	phospholipase B1
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCB1	phospholipase	phospholipase C beta 1
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCB2	phospholipase	phospholipase C beta 2
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCB3	phospholipase	phospholipase C beta 3
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCB4	phospholipase	phospholipase C beta 4
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCD1	phospholipase	phospholipase C delta 1
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCD3	phospholipase	phospholipase C delta 3
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCD4	phospholipase	phospholipase C delta 4
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCE1	phospholipase	phospholipase C epsilon 1
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCG1	phospholipase	phospholipase C gamma 1
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCG2	phospholipase	phospholipase C gamma 2
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCH1	phospholipase	phospholipase C eta 1
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCH2	phospholipase	phospholipase C eta 2
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PLCZ1	phospholipase	phospholipase C zeta 1
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLD1	phospholipase	phospholipase D1
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLD2	phospholipase	phospholipase D2
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLD3	phospholipase	phospholipase D family member 3
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PLD4	phospholipase	phospholipase D family member 4
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	PLOD1	procollagen-lysine,2-oxoglutarate	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	PLOD2	procollagen-lysine,2-oxoglutarate	procollagen-lysine,2-oxoglutarate 5-dioxygenase 2
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	PLOD3	procollagen-lysine,2-oxoglutarate	procollagen-lysine,2-oxoglutarate 5-dioxygenase 3
hsa00051	Carbohydrate metabolism	Fructose and mannose metabolism - Homo sapiens (human)	PMM1	phosphomannomutase	phosphomannomutase 1
hsa00051	Carbohydrate metabolism	Fructose and mannose metabolism - Homo sapiens (human)	PMM2	phosphomannomutase	phosphomannomutase 2
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	PNLIP	pancreatic	pancreatic lipase
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	PNLIPRP1	pancreatic	pancreatic lipase related protein 1
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	PNLIPRP2	pancreatic	pancreatic lipase related protein 2 (gene/pseudogene)
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	PNLIPRP3	pancreatic	pancreatic lipase related protein 3
hsa00350	Amino acid metabolism	Tyrosine metabolism - Homo sapiens (human)	PNMT	phenylethanolamine	phenylethanolamine N-methyltransferase
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PNP	purine	purine nucleoside phosphorylase
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	PNPLA2	patatin	patatin like phospholipase domain containing 2
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	PNPLA3	patatin	patatin like phospholipase domain containing 3
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	PNPLA4	patatin	patatin like phospholipase domain containing 4
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PNPLA6	patatin	patatin like phospholipase domain containing 6
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PNPLA7	patatin	patatin like phospholipase domain containing 7
hsa00750	Metabolism of cofactors and vitamins	Vitamin B6 metabolism - Homo sapiens (human)	PNPO	pyridoxamine	pyridoxamine 5'-phosphate oxidase
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	PPA1	inorganic	inorganic pyrophosphatase 1
hsa00190	Energy metabolism	Oxidative phosphorylation - Homo sapiens (human)	PPA2	inorganic	inorganic pyrophosphatase 2
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	PPAP2A	phospholipid	phospholipid phosphatase 1
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	PPAP2B	phospholipid	phospholipid phosphatase 3
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	PPAP2C	phospholipid	phospholipid phosphatase 2
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	PPAPDC1A	phospholipid	phospholipid phosphatase 4
hsa00561	Lipid metabolism	Glycerolipid metabolism - Homo sapiens (human)	PPAPDC1B	phospholipid	phospholipid phosphatase 5
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PPAT	phosphoribosyl	phosphoribosyl pyrophosphate amidotransferase
hsa00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis - Homo sapiens (human)	PPCDC	phosphopantothenoylcysteine	phosphopantothenoylcysteine decarboxylase
hsa00770	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis - Homo sapiens (human)	PPCS	phosphopantothenoylcysteine	phosphopantothenoylcysteine synthetase
hsa00860	Metabolism of cofactors and vitamins	Porphyrin metabolism - Homo sapiens (human)	PPOX	protoporphyrinogen	protoporphyrinogen oxidase
hsa00062	Lipid metabolism	Fatty acid elongation - Homo sapiens (human)	PPT1	palmitoyl-protein	palmitoyl-protein thioesterase 1
hsa00062	Lipid metabolism	Fatty acid elongation - Homo sapiens (human)	PPT2	palmitoyl-protein	palmitoyl-protein thioesterase 2
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	PRDM16	PR/SET	PR/SET domain 16
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	PRDM2	PR/SET	PR/SET domain 2
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	PRDM6	PR/SET	PR/SET domain 6
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	PRDM7	PR/SET	PR/SET domain 7
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	PRDM9	PR/SET	PR/SET domain 9
hsa00480	Metabolism of other amino acids	Glutathione metabolism - Homo sapiens (human)	PRDX6	peroxiredoxin	peroxiredoxin 6
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	PRODH	proline	proline dehydrogenase 1
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	PRODH2	proline	proline dehydrogenase 2
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	PRPS1	phosphoribosyl	phosphoribosyl pyrophosphate synthetase 1
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	PRPS1L1	phosphoribosyl	phosphoribosyl pyrophosphate synthetase 1 like 1
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	PRPS2	phosphoribosyl	phosphoribosyl pyrophosphate synthetase 2
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	PRUNE	prune	prune exopolyphosphatase 1
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	PSAP	prosaposin	prosaposin
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	PSAPL1	prosaposin	prosaposin like 1
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	PSAT1	phosphoserine	phosphoserine aminotransferase 1
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	PSPH	phosphoserine	phosphoserine phosphatase
hsa00450	Metabolism of other amino acids	Selenocompound metabolism - Homo sapiens (human)	PSTK	phosphoseryl-tRNA	phosphoseryl-tRNA kinase
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PTDSS1	phosphatidylserine	phosphatidylserine synthase 1
hsa00564	Lipid metabolism	Glycerophospholipid metabolism - Homo sapiens (human)	PTDSS2	phosphatidylserine	phosphatidylserine synthase 2
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	PTEN	phosphatase	phosphatase and tensin homolog
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	PTGDS	prostaglandin	prostaglandin D2 synthase
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	PTGES	prostaglandin	prostaglandin E synthase
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	PTGES2	prostaglandin	prostaglandin E synthase 2
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	PTGES3	prostaglandin	prostaglandin E synthase 3
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	PTGIS	prostaglandin	prostaglandin I2 synthase
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	PTGR1	prostaglandin	prostaglandin reductase 1
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	PTGR2	prostaglandin	prostaglandin reductase 2
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	PTGS1	prostaglandin-endoperoxide	prostaglandin-endoperoxide synthase 1
hsa00590	Lipid metabolism	Arachidonic acid metabolism - Homo sapiens (human)	PTGS2	prostaglandin-endoperoxide	prostaglandin-endoperoxide synthase 2
hsa00790	Metabolism of cofactors and vitamins	Folate biosynthesis - Homo sapiens (human)	PTS	6-pyruvoyltetrahydropterin	6-pyruvoyltetrahydropterin synthase
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	PYCR1	pyrroline-5-carboxylate	pyrroline-5-carboxylate reductase 1
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	PYCR2	pyrroline-5-carboxylate	pyrroline-5-carboxylate reductase 2
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	PYCRL	pyrroline-5-carboxylate	pyrroline-5-carboxylate reductase 3
hsa00500	Carbohydrate metabolism	Starch and sucrose metabolism - Homo sapiens (human)	PYGB	glycogen	glycogen phosphorylase B
hsa00500	Carbohydrate metabolism	Starch and sucrose metabolism - Homo sapiens (human)	PYGL	glycogen	glycogen phosphorylase L
hsa00500	Carbohydrate metabolism	Starch and sucrose metabolism - Homo sapiens (human)	PYGM	glycogen	glycogen phosphorylase, muscle associated
hsa00790	Metabolism of cofactors and vitamins	Folate biosynthesis - Homo sapiens (human)	QDPR	quinoid	quinoid dihydropteridine reductase
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	QPRT	quinolinate	quinolinate phosphoribosyltransferase
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	RBKS	ribokinase	ribokinase
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	RDH10	retinol	retinol dehydrogenase 10
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	RDH11	retinol	retinol dehydrogenase 11
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	RDH12	retinol	retinol dehydrogenase 12
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	RDH13	retinol	retinol dehydrogenase 13
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	RDH16	retinol	retinol dehydrogenase 16
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	RDH5	retinol	retinol dehydrogenase 5
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	RDH8	retinol	retinol dehydrogenase 8
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	RENBP	renin	renin binding protein
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	RETSAT	retinol	retinol saturase
hsa00740	Metabolism of cofactors and vitamins	Riboflavin metabolism - Homo sapiens (human)	RFK	riboflavin	riboflavin kinase
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	RGN	regucalcin	regucalcin
hsa00250	Amino acid metabolism	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	RIMKLA	ribosomal	ribosomal modification protein rimK like family member A
hsa00250	Amino acid metabolism	Alanine, aspartate and glutamate metabolism - Homo sapiens (human)	RIMKLB	ribosomal	ribosomal modification protein rimK like family member B
hsa00520	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism - Homo sapiens (human)	RIPPLY2-CYB5R4	RIPPLY2-CYB5R4	RIPPLY2-CYB5R4 readthrough
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	RPE	ribulose-5-phosphate-3-epimerase	ribulose-5-phosphate-3-epimerase
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	RPE65	retinoid	retinoid isomerohydrolase RPE65
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	RPEL1	ribulose-5-phosphate-3-epimerase	ribulose-5-phosphate-3-epimerase like 1
hsa00030	Carbohydrate metabolism	Pentose phosphate pathway - Homo sapiens (human)	RPIA	ribose	ribose 5-phosphate isomerase A
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	RRM1	ribonucleotide	ribonucleotide reductase catalytic subunit M1
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	RRM2	ribonucleotide	ribonucleotide reductase regulatory subunit M2
hsa00230	Nucleotide metabolism	Purine metabolism - Homo sapiens (human)	RRM2B	ribonucleotide	ribonucleotide reductase regulatory TP53 inducible subunit M2B
hsa00562	Carbohydrate metabolism	Inositol phosphate metabolism - Homo sapiens (human)	SACM1L	SAC1	SAC1 like phosphatidylinositide phosphatase
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	SARDH	sarcosine	sarcosine dehydrogenase
hsa00760	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism - Homo sapiens (human)	SARM1	sterile	sterile alpha and TIR motif containing 1
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	SAT1	spermidine/spermine	spermidine/spermine N1-acetyltransferase 1
hsa00330	Amino acid metabolism	Arginine and proline metabolism - Homo sapiens (human)	SAT2	spermidine/spermine	spermidine/spermine N1-acetyltransferase family member 2
hsa00100	Lipid metabolism	Steroid biosynthesis - Homo sapiens (human)	SC5D	sterol-C5-desaturase	sterol-C5-desaturase
hsa01040	Lipid metabolism	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	SCD	stearoyl-CoA	stearoyl-CoA desaturase
hsa01040	Lipid metabolism	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	SCD5	stearoyl-CoA	stearoyl-CoA desaturase 5
hsa00450	Metabolism of other amino acids	Selenocompound metabolism - Homo sapiens (human)	SCLY	selenocysteine	selenocysteine lyase
hsa00120	Lipid metabolism	Primary bile acid biosynthesis - Homo sapiens (human)	SCP2	sterol	sterol carrier protein 2
hsa00020	Carbohydrate metabolism	Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHA	succinate	succinate dehydrogenase complex flavoprotein subunit A
hsa00020	Carbohydrate metabolism	Citrate cycle (TCA cycle) - Homo sapiens (human)	COMPLEXIISUBUNIT30	succinate	succinate dehydrogenase complex iron sulfur subunit B
hsa00020	Carbohydrate metabolism	Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHC	succinate	succinate dehydrogenase complex subunit C
hsa00020	Carbohydrate metabolism	Citrate cycle (TCA cycle) - Homo sapiens (human)	SDHD	succinate	succinate dehydrogenase complex subunit D
hsa00830	Metabolism of cofactors and vitamins	Retinol metabolism - Homo sapiens (human)	SDR16C5	short	short chain dehydrogenase/reductase family 16C member 5
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	SDS	serine	serine dehydratase
hsa00260	Amino acid metabolism	Glycine, serine and threonine metabolism - Homo sapiens (human)	SDSL	serine	serine dehydratase like
hsa00920	Energy metabolism	Sulfur metabolism - Homo sapiens (human)	SELENBP1	selenium	selenium binding protein 1
hsa00450	Metabolism of other amino acids	Selenocompound metabolism - Homo sapiens (human)	SEPHS1	selenophosphate	selenophosphate synthetase 1
hsa00450	Metabolism of other amino acids	Selenocompound metabolism - Homo sapiens (human)	SEPHS2	selenophosphate	selenophosphate synthetase 2
hsa00450	Metabolism of other amino acids	Selenocompound metabolism - Homo sapiens (human)	SEPSECS	Sep	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SETD1A	SET	SET domain containing 1A, histone lysine methyltransferase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SETD1B	SET	SET domain containing 1B, histone lysine methyltransferase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SETD2	SET	SET domain containing 2, histone lysine methyltransferase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SETD7	SET	SET domain containing 7, histone lysine methyltransferase
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SETD8	lysine	lysine methyltransferase 5A
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SETDB1	SET	SET domain bifurcated histone lysine methyltransferase 1
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SETDB2	SET	SET domain bifurcated histone lysine methyltransferase 2
hsa00310	Amino acid metabolism	Lysine degradation - Homo sapiens (human)	SETMAR	SET	SET domain and mariner transposase fusion gene
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SGMS1	sphingomyelin	sphingomyelin synthase 1
hsa00600	Lipid metabolism	Sphingolipid metabolism - Homo sapiens (human)	SGMS2	sphingomyelin	sphingomyelin synthase 2
