deathtype	gene	description	gene_id	gene_biotype	pmid	comment
Ferroptosis	FTH1	ferritin heavy chain 1	ENSG00000167996.16	protein_coding	32959272	FTH1 Inhibits Ferroptosis Through Ferritinophagy in the 6-OHDA Model of Parkinson's Disease.
Ferroptosis	ACOT1	acyl-CoA thioesterase 1	ENSG00000184227.8	protein_coding	32934217	Overexpression of Acot1 in cell lines showed noteworthy protection to ferroptosis, while the knock-down of Acot1 sensitized cardiomyocytes to ferroptosis by DIC.
Ferroptosis	ALDH3A2	aldehyde dehydrogenase 3 family member A2	ENSG00000072210.19	protein_coding	32458004	Thus, our results show that loss of Aldh3a2 induces ferroptotic cell death in leukemic cells and is synthetically lethal with GPX4 inhibtion.
Ferroptosis	MIR214	microRNA 214	ENSG00000283844.1	miRNA	32827544	PVT1 silencing or miR-214 overexpression significantly reduced infarct size and suppressed ferroptosis in vivo.
Ferroptosis	FTMT	ferritin mitochondrial	ENSG00000181867.3	protein_coding	32810738	FTMT and ferritin heavy chain (FTH) cooperated to protect macrophages from RSL-3-induced ferroptosis under hypoxia as this form of cell death is linked to iron metabolism. In hypoxic macrophages either FTMT or FTH was sufficient to protect from ferroptosis
Ferroptosis	SCD	stearoyl-CoA desaturase	ENSG00000099194.6	protein_coding	32726752	Collectively, this study demonstrated that SCD1 could promote tumor growth of gastric cancer cells and protect them from ferroptotic cell death.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	32634425	Overexpression of GPX4 significantly reduced lipid peroxidation and cell death in the experimental SAH models both in vivo and in vitro.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	32577235	Glutathione peroxidase (GPX4) is critical for the reduction of toxic lipid hydroperoxides to their corresponding non-deleterious alcohols at the expense of reduced glutathione and thereby prevents cellular damage and induction of ferroptosis.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	32457486	GPX4 depletion induces autophagy-dependent ferroptosis.
Ferroptosis	CP	ceruloplasmin	ENSG00000047457.14	protein_coding	32283255	Ceruloplasmin suppresses ferroptosis by regulating iron homeostasis in hepatocellular carcinoma cells.
Ferroptosis	AHCY	adenosylhomocysteinase	ENSG00000101444.13	protein_coding	32144268	Suppression of SAHH expression by RNA interference also promoted erastin-induced accumulation of lipid ROS (Fig. 5i, j), which phenocopied the DJ-1 KD effect.
Ferroptosis	FXN	frataxin	ENSG00000165060.15	protein_coding	32169822	Suppression of FXN enhanced erastin-induced ferroptosis.
Ferroptosis	MIR522	microRNA 522	ENSG00000283685.1	miRNA	32106859	CAFs secreted exo-miR-522 suppresses ferroptosis of GC cells.
Ferroptosis	IDH2	isocitrate dehydrogenase (NADP(+)) 2	ENSG00000182054.10	protein_coding	32089268	Knockdown of IDH2 promotes ferroptosis in cells treated with erastin.
Ferroptosis	NOS2	nitric oxide synthase 2	ENSG00000007171.19	protein_coding	32080625	Knockdown (KD) of iNOS caused increased sensitivity of M1 RAW 264.7 macrophages and EOC 20 cells to RSL3 induced death that was effectively suppressed by Fer-1.
Ferroptosis	FXN	frataxin	ENSG00000165060.15	protein_coding	31974344	FXN deficiency impairs thermogenesis and adipogenesis and increases susceptibility to ferroptosis in cultured adipocytes.
Ferroptosis	CBS	cystathionine beta-synthase	ENSG00000160200.18	protein_coding	31819185	CBS RNAi-induced cell death was also blocked by Fer-1 and Lip-1, indicating that inhibition of CBS in the context of system Xc- blockage caused ferroptosis.
Ferroptosis	HMOX1	heme oxygenase 1	ENSG00000100292.18	protein_coding	31740582	WT MEFs became more sensitive to ferroptosis by knockdown of Hmox1 than cells with control knockdown (Figs. S5D, S6D, and S7D).
Ferroptosis	PLA2G6	phospholipase A2 group VI	ENSG00000184381.20	protein_coding	34131139	These results demonstrate that iPLA2Î² acts as a major ferroptosis repressor in a GPX4-independent manner.
Ferroptosis	NEAT1	nuclear paraspeckle assembly transcript 1	ENSG00000245532.11	lncRNA	33730930	NEAT1 knockdown and overexpression greatly increased and decreased cell death (TUNEL staining, p_?_?.05;Figure 2b, c), respectively, and affected MDA levels (p_?_?.05; Figure 2d) in A549 cells, further confirming the link between NEAT1 and ferroptosis induction.
Ferroptosis	RRM2	ribonucleotide reductase regulatory subunit M2	ENSG00000171848.16	protein_coding	34648954	Identification of critical ferroptosis regulators in lung adenocarcinoma that RRM2 facilitates tumor immune infiltration by inhibiting ferroptotic death.
Ferroptosis	FTMT	ferritin mitochondrial	ENSG00000181867.3	protein_coding	33594527	Overexpression of FtMt reduced osteoblastic ferroptosis under high glucose condition while silent FtMt induced mitophagy through ROS / PINK1/Parkin pathway.
Ferroptosis	PLA2G6	phospholipase A2 group VI	ENSG00000184381.20	protein_coding	33542532	Phospholipase iPLA2Î² Averts Ferroptosis By Eliminating A Redox Lipid Death Signal.
Ferroptosis	FTMT	ferritin mitochondrial	ENSG00000181867.3	protein_coding	33953171	FtMt deletion aggravates cerebral I/R-induced ferroptosis.
Ferroptosis	GOT1	glutamic-oxaloacetic transaminase 1	ENSG00000120053.12	protein_coding	34381026	GOT1 suppression potentiates ferroptosis sensitivity.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	34267193	GPX4 deficiency induces HSPC ferroptosis in vitro.
Ferroptosis	ASAH2	N-acylsphingosine amidohydrolase 2	ENSG00000188611.17	protein_coding	33547170	Our data thus indicate the Asah2 represses Hmox1 expression to reduce lipid ROS to suppress ferroptosis.
Ferroptosis	SCD	stearoyl-CoA desaturase	ENSG00000099194.6	protein_coding	34030117	Mechanistically, SCD1 leads to fatty acid (FA) desaturation and FABP4 derived from TEM enhances lipid droplet (LD) in cancer cells, which cooperatively protect from oxidative stress-induced ferroptosis.
Ferroptosis	SIRT1	sirtuin 1	ENSG00000096717.12	protein_coding	34000515	SIRT1 inhibits FCs ferroptosis in excess iron.
Ferroptosis	SIRT6	sirtuin 6	ENSG00000077463.15	protein_coding	34530350	SIRT6 silencing overcomes resistance to sorafenib by promoting ferroptosis in gastric cancer.
Ferroptosis	MEG8	maternally expressed 8, small nucleolar RNA host gene	ENSG00000225746.13	lncRNA	33839417	Silencing lncRNA MEG8 inhibits the proliferation and induces the ferroptosis of HemECs.
Ferroptosis	ENPP2	ectonucleotide pyrophosphatase/phosphodiesterase 2	ENSG00000136960.13	protein_coding	34296293	These data suggested the inhibitory effects of ENPP2 on DOX-induced ferroptosis in H9c2 cells.
Ferroptosis	CBS	cystathionine beta-synthase	ENSG00000160200.18	protein_coding	34737229	CBS Protects BLBC Tumors from Oxidative Stress and Ferroptotic Cell Death.
Ferroptosis	MGST1	microsomal glutathione S-transferase 1	ENSG00000008394.13	protein_coding	33539732	MGST1 inhibits ferroptosis in vivo.
Ferroptosis	PRDX6	peroxiredoxin 6	ENSG00000117592.9	protein_coding	33894270	Prdx6 overexpression also eliminated ferroptosis caused by HG, which was reflected in the suppression of iron accumulation and the increase in SLC7A11 and GPX4 expression.
Ferroptosis	SIRT2	sirtuin 2	ENSG00000068903.21	protein_coding	34102645	SIRT2 inhibition exacerbates p53-mediated ferroptosis in mice following experimental traumatic brain injury.
Ferroptosis	MIR670	microRNA 670	ENSG00000211568.1	miRNA	34323631	MicroRNA-670-3p suppresses ferroptosis of human glioblastoma cells through targeting ACSL4.
Ferroptosis	EZH2	enhancer of zeste 2 polycomb repressive complex 2 subunit	ENSG00000106462.12	protein_coding	34614259	Overexpression of EZH2 and SLC7A11 inhibits erastin-induced ferroptosis in TSCC cells.
Ferroptosis	SMPD1	sphingomyelin phosphodiesterase 1	ENSG00000166311.10	protein_coding	34401974	Together, knockdown of Smpd1 and Taz expression responsible for CER and CL synthesis, respectively, aggravated APAP-induced mitochondrial dysfunction and ferroptosis in hepatocytes.
Ferroptosis	G6PD	glucose-6-phosphate dehydrogenase	ENSG00000160211.20	protein_coding	34325001	G6PD inhibits ferroptosis in HCC cells.
Ferroptosis	ENO3	enolase 3	ENSG00000108515.18	protein_coding	33987359	In addition, overexpressed ENO3 attenuated the status of ferroptosis.
Ferroptosis	DHODH	dihydroorotate dehydrogenase (quinone)	ENSG00000102967.12	protein_coding	33981038	DHODH inhibits mitochondrial ferroptosis.
Ferroptosis	PVT1	Pvt1 oncogene	ENSG00000249859.14	lncRNA	34966683	Furthermore, knockdown of circPVT1 increased ferroptosis through downregulating p-Î²-catenin, GPX4, and SLC7A11 while miR-30a-5p inhibition and FZD3 overexpression reversed the phenotype by upregulating p-Î²-catenin, GPX4, and SLC7A11.
Ferroptosis	GPX4	glutathione peroxidase 4	ENSG00000167468.20	protein_coding	34133924	The glutathione peroxidase Gpx4 prevents lipid peroxidation and ferroptosis to sustain Treg cell activation and suppression of antitumor immunity.
Ferroptosis	FTH1	ferritin heavy chain 1	ENSG00000167996.16	protein_coding	34965856	FTH expression endows HCC cells specifically resistant to ferroptosis.
Ferroptosis	FTH1	ferritin heavy chain 1	ENSG00000167996.16	protein_coding	33997705	Meanwhile, we also showed that apoferritin prevented MPTP-induced ferroptosis effectively by inhibiting the up-regulation of long-chain acyl-CoA synthetase 4 (ACSL4) and the down-regulation of ferroptosis suppressor protein 1 (FSP1).
Ferroptosis	FTL	ferritin light chain	ENSG00000087086.15	protein_coding	33997705	Meanwhile, we also showed that apoferritin prevented MPTP-induced ferroptosis effectively by inhibiting the up-regulation of long-chain acyl-CoA synthetase 4 (ACSL4) and the down-regulation of ferroptosis suppressor protein 1 (FSP1).
Ferroptosis	GSTM1	glutathione S-transferase mu 1	ENSG00000134184.13	protein_coding	34586745	Moreover, the results suggest that GSTM1 may be a novel negative regulator of ferroptosis in addition to GPX4.
Ferroptosis	ZFAS1	ZNFX1 antisense RNA 1	ENSG00000177410.13	lncRNA	34609043	Inhibition of ZFAS1 led to reduced collagen deposition, decreased cardiomyocyte apoptosis and ferroptosis, and attenuated DbCM progression. ZFAS1 sponges miR-150-5p to downregulate CCND2 expression.
Ferroptosis	MEG3	maternally expressed 3	ENSG00000214548	lncRNA	34587716	Altogether, these data revealed that, by modulating GPX4 transcription and expression, the Meg3-p53 signaling pathway mediated the ferroptosis of RBMVECs upon injury induced by OGD combined with hyperglycemic reperfusion.
Ferroptosis	PVT1	Pvt1 oncogene	ENSG00000249859.14	lncRNA	34566408	LncPVT1 directly interacted with miR-214-3p to impede its role as a sponge of GPX4. Depletion of lncPVT1 accelerated the ferroptosis of live cancer cells, whereas miR-214-3p inhibition and GPX4 overexpression reversed this effect. Ketamine-induced cell growth suppression and ferroptosis were also suppressed by miR-214-3p inhibition and GPX4 overexpression.
Ferroptosis	H19	H19 imprinted maternally expressed transcript	ENSG00000130600.21	lncRNA	34288826	Over-expression of H19 suppressed cell viability and promoted ferroptosis of BMVECs. miR-106b-5p is predicted to be a target of H19. The expression of miR-106b-5p was lower in oxygen and glucose deprivation hemin-treated (OGD/H-treated) cells. Over-expression of miR-106b-5p reversed the effects of H19 on cell viability and ferroptosis in BMVECs. Furthermore, acyl-CoA synthetase long-chain family member 4 (ACSL4) was verified to be a target gene of miR-106b-5p and was highly expressed in OGD/H-treated cells. Upregulation of ACSL4 inhibited the effects of miR-106b-5p and induced BMVEC dysfunction.
Ferroptosis	HOTAIR	HOX transcript antisense RNA	ENSG00000228630.6	lncRNA	33906483	Moreover, paeonol notably inhibited ferroptosis in hemin-treated neuronal cells via inhibition of ACSL4. Additionally, HOTAIR bound to UPF1, and UPF1 promoted the degradation of ACSL4 by binding to ACSL4. Furthermore, HOTAIR overexpression reversed paeonol-induced inhibition of ferroptosis by mediating the UPF1/ACSL4 axis. Paeonol inhibits the progression of ICH by mediating the HOTAIR/UPF1/ACSL4 axis.
Ferroptosis	MEG8	maternally expressed 8, small nucleolar RNA host gene	ENSG00000225746.13	lncRNA	33839417	Knockdown of MEG8 increased the miR-497-5p expression and reduced the mRNA and protein levels of NOTCH2. Using a dual-luciferase assay, we confirmed the binding between MEG8 and miR-497-5p, and between the miR-497-5p and 3'UTR of NOTCH2. We further found that silencing MEG8 significantly decreased the expressions of SLC7A11 and GPX4 both in mRNA and protein level and had no effect on the level of AIFM2. Importantly, blocking miR-497-5p abrogated the effects of MEG8 loss on cell viability, MDA level and expression levels of NOTCH2, SLC7A11 and GPX4 in HemECs. Taken together, our results suggested that knockdown of long non-coding RNA MEG8 inhibited the proliferation and induced the ferroptosis of hemangioma endothelial cells by regulating miR-497-5p/NOTCH2 axis.
Ferroptosis	NEAT1	nuclear paraspeckle assembly transcript 1	ENSG00000245532.11	lncRNA	33730930	Erastin-induced cell death was positively correlated with ACSL4 level. NEAT1 regulated levels of ACSL4 and proteins related to the ferroptosis and classical apoptosis pathways. Levels of ACSL4, SLC7A11, and GPX4 were decreased more by NEAT1 silencing plus erastin than by erastin alone.
Ferroptosis	H19	H19 imprinted maternally expressed transcript	ENSG00000130600.21	lncRNA	33273971	H19 expression was positively correlated with Bcl-2 and GPX4 expression and negatively linked with Bax levels. It was demonstrated that silencing H19 downregulated Bcl-2 and GPX4 expression and upregulated Bax expression at both the mRNA and protein levels in HTR-8/SVneo trophoblast cells. In conclusion, the present findings suggested that H19 has important roles in SA by promoting apoptosis and ferroptosis.
Ferroptosis	PVT1	Pvt1 oncogene	ENSG00000249859.14	lncRNA	32827544	We found that the levels of PVT1 were upregulated and miR-214 levels were downregulated in plasma of AIS patients. NIHSS score was positively correlated with PVT1 levels but was negatively with miR-214 levels. PVT1 silencing or miR-214 overexpression significantly reduced infarct size and suppressed ferroptosis in vivo. miR-214 overexpression markedly decreased PVT1 levels. Specifically, miR-214 could bind to 3'untranslated region (3'UTR) of PVT1, TP53 or TFR1. PVT1 overexpression or miR-214 silencing markedly abolished the effects of Ferrostatin-1 on ferroptosis indicators except for TFR1 expression. Besides, miR-214 silencing counteracted the effects of PVT1 knockdown on the ferroptosis-related proteins.
Ferroptosis	ZFAS1	ZNFX1 antisense RNA 1	ENSG00000177410.13	lncRNA	32453709	Silencing of lncRNA ZFAS1 attenuated ferroptosis and PF progression by lncRNA ZFAS1 acting as a competing endogenous RNA (ceRNA) and sponging miR-150-5p to downregulate SLC38A1 expression.
Ferroptosis	H19	H19 imprinted maternally expressed transcript	ENSG00000130600.21	lncRNA	34644456	Autophagy inducers and H19 can reverse the production of lipid reactive oxygen species and the inhibition of autophagy induced by metformin. The present study suggests that metformin may induce ferroptosis by inhibiting autophagy via H19, and this discovery may facilitate the development of novel therapies for the treatment of breast cancer.
Ferroptosis	MIR539	microRNA 539	ENSG00000202560.4	miRNA	34601499	We aimed to investigate the functions and mechanisms of miR-539 in CRC proliferation. Functionally, miR-539 can bind to and regulate the expression of TIPE, and miR-539 activates SAPK/JNK to downregulate the expression of glutathione peroxidase 4 (GPX4) and promote ferroptosis. Our data reveal the novel role of miR-539 in regulating ferroptosis in CRC via activation of the SAPK/JNK axis, providing new insight into the mechanism of abnormal proliferation in CRC and a novel potential therapeutic target for advanced CRC.
Ferroptosis	MIR670	microRNA 670	ENSG00000211568.1	miRNA	34323631	miR-670-3p level was elevated in human glioblastoma, but decreased upon ferroptotic stimulation. miR-670-3p inhibitor suppressed, while miR-670-3p mimic promoted glioblastoma cell growth through modulating ferroptosis. Mechanistically, ACSL4 was required for the regulation on ferroptosis and growth of glioblastoma cells by miR-670-3p. Moreover, U87MG and A172 cells treated with miR-670-3p inhibitor showed an increased chemosensitivity to TMZ.
Ferroptosis	MIR382	microRNA 382	ENSG00000283170.1	miRNA	34122108	MiR-382-5p/SLC7A11 axis was involved in lidocaine-mediated inhibition of ovarian and breast cancer cell proliferation in vitro. The miR-382-5p expression was down-regulated but SLC7A11 expression was up-regulated in clinical ovarian and breast cancer samples. Furthermore, the treatment of lidocaine repressed tumor growth of ovarian cancer cells in vivo, in which the miR-382-5p expression was increased while SLC7A11 expression was decreased. Consequently, we concluded that the lidocaine promoted ferroptosis by miR-382-5p/SLC7A11 axis in ovarian and breast cancer cells.
Ferroptosis	MIR375	microRNA 375	ENSG00000198973.4	miRNA	34090492	microarray and bioinformatics analysis were performed to search the potential targets of miR-375 in GC cells. Luciferase reporter, RNA immunoprecipitation, and RNA-FISH assays were carried out to verify the targeting of miR-375. Subsequently, combined with tissue microarray analysis, erastin-resistant GC cells, transmission electron microscopy, a series of agonists and oxidative stress markers, the underlying mechanisms contributing to miR-375-mediated effects were explored.
Ferroptosis	MIR324	microRNA 324	ENSG00000199053.3	miRNA	33662669	We identified the glutathione peroxidase 4 (GPX4) gene as the direct target of miR-324-3p, where overexpression of the gene reversed the miR-324-3p effect of sensitizing the A549/DDP cells to cisplatin. Furthermore, the GPX4 inhibitor RSL3 could mimic the effect of miR-324-3p upregulation in increasing the sensitivity of the cisplatin-resistant cells to the drug. Significantly, miR-324-3p enhanced cisplatin-induced ferroptosis in the A549/DDP cells.
Ferroptosis	MIR335	microRNA 335	ENSG00000199043.1	miRNA	33649797	The luciferase 3'-untranslated region reporter results identified FTH1 as the direct target of miR-335. The silencing of FTH1 in 6-OHDA-stimulated cells enhanced the effects of miR-335 on ferroptosis and promoted PD pathology. Mechanistically, miR-335 enhanced ferroptosis through the degradation of FTH1 to increase iron release, lipid peroxidation and reactive oxygen species (ROS) accumulation, and to decrease mitochondrial membrane potential (MMP). 
Ferroptosis	MIR324	microRNA 324	ENSG00000199053.3	miRNA	33522578	Overexpression of miR-324-3p inhibited cancer cell viability. miR-324-3p inhibitor promoted cell viability. Further studies showed that the effect of miR-324-3p was mediated by directly targeting glutathione peroxidase 4 (GPX4). miR-324-3p bound to the 3ä½?UTR of GPX4 and led to the downregulation of GPX4. In vivo studies showed that metformin induced ferroptosis by upregulating miR-324-3p in the xenograft model of breast cancer in mice.
Ferroptosis	MIR182	microRNA 182	ENSG00000207990.3	miRNA	33116120	We identified that miR-182-5p and miR-378a-3p were upregulated in the ferroptosis and H/R-induced injury, and correlates reversely with glutathione peroxidases 4 (GPX4) and solute carrier family 7 member 11 (SLC7A11) expression in renal I/R injury tissues, respectively. In vitro studies showed that miR-182-5p and miR-378a-3p induced ferroptosis in cells. We further found that miR-182-5p and miR-378a-3p regulated the expression of GPX4 and SLC7A11 negatively by directly binding to the 3'UTR of GPX4 and SLC7A11 mRNA. In vivo study showed that silencing miR-182-5p and miR-378a-3p alleviated the I/R-induced renal injury in rats.
Ferroptosis	MIR137	microRNA 137	ENSG00000284202.1	miRNA	33100224	miR-137 overexpression boosts the neuroprotective effects of EPC-EXs against apoptosis and mitochondrial dysfunction in oxyHb-treated SH-SY5Y cells. Furthermore, EXsmiR-137 rather than EXs can restore the decrease in miR-137 levels and inhibit ferroptosis, and the protection mechanism might involve the miR-137-COX2/PGE2 signaling pathway.
Ferroptosis	MIR424	microRNA 424	ENSG00000284231.1	miRNA	33038905	We show that miR-424-5p negatively regulates ferroptosis by directly targeting ACSL4 in ovarian cancer cells. Upregulation of miR-424-5p suppressed ACSL4 by directly binding to its 3'-UTR, which subsequently reduced erastin- and RSL3-induced ferroptosis. Meanwhile, knockdown of miR-424-5p increased the sensitivity of ovarian cancer cells to erastin and RSL3. Furthermore, ACSL4 was upregulated in ovarian cancer tissues, and high ACSL4 expression predicted worse prognosis and sensitized ovarian cancer cells to erastin- and RSL3-induced ferroptosis. Importantly, decreases in lipid peroxides and ferroptotic cell death mediated by miR-424-5p could be abrogated by ACSL4 overexpression.
Ferroptosis	MIR522	microRNA 522	ENSG00000283685.1	miRNA	32106859	CAFs secrete exosomal miR-522 to inhibit ferroptosis in cancer cells by targeting ALOX15 and blocking lipid-ROS accumulation. Importantly, cisplatin and paclitaxel promote miR-522 secretion from CAFs by activating USP7/hnRNPA1 axis and ultimately result in decreased chemo-sensitivity.
Ferroptosis	MIR214	microRNA 214	ENSG00000283844.1	miRNA	31960438	The ferroptosis-promoting effects of miR-214 in hepatoma cells are attributed at least to its inhibitory effects on ATF4, which may provide a new target for therapy of hepatoma regarding ferroptosis.
Ferroptosis	MIR212	microRNA 212	ENSG00000267195.1	miRNA	31533781	miR-212-5p was significantly downregulated after TBI and functionally suppressed ferroptosis by directly targeting Ptgs2. Administration of miR-212-5p in CCI mice significantly improved learning and spatial memory.
Ferroptosis	MIR17	microRNA 17	ENSG00000284536.1	miRNA	31160087	This study revealed a novel mechanism through which miR-17-92 protects endothelial cells from erastin-induced ferroptosis by targeting the A20-ACSL4 axis.
Ferroptosis	MIR137	microRNA 137	ENSG00000284202.1	miRNA	29348676	MiR-137 negatively regulates ferroptosis by directly targeting glutamine transporter SLC1A5 in melanoma cells.
Ferroptosis	MIR150	microRNA 150	ENSG00000207782.3	miRNA	30460115	Interactome analysis between these down-regulated gene and up-regulated miRNAs altered by bromelain in CaCO2 cells compared to in DLD-1 cells indicated that ACSL-4 is a key regulatory molecule.
Ferroptosis	MIR144	microRNA 144	ENSG00000283819.1	miRNA	30460115	Interactome analysis between these down-regulated gene and up-regulated miRNAs altered by bromelain in CaCO2 cells compared to in DLD-1 cells indicated that ACSL-4 is a key regulatory molecule.
Ferroptosis	MIR17	microRNA 17	ENSG00000284536.1	miRNA	30460115	Interactome analysis between these down-regulated gene and up-regulated miRNAs altered by bromelain in CaCO2 cells compared to in DLD-1 cells indicated that ACSL-4 is a key regulatory molecule.
Ferroptosis	NEAT1	nuclear paraspeckle assembly transcript 1	ENSG00000245532.11	lncRNA	35338333	We found that ferroptosis inducers erastin and RSL3 increased NEAT1 expression by promoting the binding of p53 to the NEAT1 promoter. Induced NEAT1 promoted the expression of MIOX by competitively binding to miR-362-3p. MIOX increased ROS production and decreased the intracellular levels of NADPH and GSH, resulting in enhanced erastin- and RSL3-induced ferroptosis. Importantly, overexpression of NEAT1 increased the anti-tumor activity of erastin and RSL3 by enhancing ferroptosis both in vitro and in vivo.
Ferroptosis	H19	H19 imprinted maternally expressed transcript	ENSG00000130600.21	lncRNA	35224289	Overexpression of lncRNA H19 eliminated the anticancer effect of curcumenol, while lncRNA H19 knockdown promoted ferroptosis induced by curcumenol treatment. Mechanistically, we showed that lncRNA H19 functioned as a competing endogenous RNA to bind to miR-19b-3p, thereby enhanced the transcription activity of its endogenous target, ferritin heavy chain 1 (FTH1), a marker of ferroptosis. In conclusion, our data show that the natural product curcumenol exerted its antitumor effects on lung cancer by triggering ferroptosis, and the lncRNA H19/miR-19b-3p/FTH1 axis plays an essential role in curcumenol-induced ferroptotic cell death.
Ferroptosis	MIR140	microRNA 140	ENSG00000208017.3	miRNA	35271999	miR-140-5p is abundant in obese ATM-Exos and promotes ferroptosis in cardiomyocytes. Solute carrier family 7 member 11 (SLC7A11) is a downstream target of miR-140-5p, which induces ferroptosis via inhibition of GSH synthesis by targeting SLC7A11. Attenuating exosomal-miR-140-5p expression alleviates ferroptosis and cardiac injury induced by obese ATM exosomes by alleviating GSH inhibition.
Ferroptosis	MIR1287	microRNA 1287	ENSG00000284415.1	miRNA	35038953	miR-1287-5p expression was downregulated in human osteosarcoma, but upregulated upon ferroptotic stimulation. Overexpression of miR-1287-5p significantly induced, while inhibition of miR-1287-5p suppressed ferroptosis of osteosarcoma cells, thereby modulating cell viability and colony formation. Mechanistic studies indicated that miR-1287-5p directly bound to the 3'-untranslated region of glutathione peroxidase 4 (GPX4) to inhibit its protein level and activity, and that GPX4 overexpression completely abolished the miR-1287-5p mimic-mediated ferroptotic induction and tumor suppression. Moreover, the miR-1287-5p mimic dramatically sensitized human osteosarcoma cells to cisplatin chemotherapy.
Ferroptosis	MIR214	microRNA 214	ENSG00000283844.1	miRNA	35366755	The relationship between TEC ferroptosis and cisplatin-induced AKI was investigated in vitro and in vivo. Ferrostatin-1(Fer-1), an inhibitor of ferroptosis, was observed to confer a protective effect against the renal tubular injury and renal failure induced by cisplatin. MicroRNAs (miRNAs) regulate the genes that have important functions in the development of cis-AKI. In the present study, GPX4 was predicted as a target of miR-214-3p. Moreover, inhibiting miR-214-3p enhanced the expressions of GPX4 and SLC7A11 while decreasing the ACSL4 expression. Furthermore, miR-214-3p down-regulation protected against TEC death and renal tubule damage both in vitro and in vivo. 
Ferroptosis	MIR21	microRNA 21	ENSG00000284190.1	miRNA	35738798	MiRNAs expression profile of melanoma cells in IFN-çº?driven ferroptosis was first obtained. Then, upregulated miR-21-3p was proved to facilitate IFN-çº?mediated ferroptosis by potentiating lipid peroxidation. miR-21-3p increased the ferroptosis sensitivity by directly targeting thioredoxin reductase 1 (TXNRD1) to enhance lipid reactive oxygen species (ROS) generation. Furthermore, miR-21-3p overexpression in tumor synergized with anti-PD-1 antibody by promoting tumor cell ferroptosis. More importantly, miR-21-3p-loaded gold nanoparticles were constructed, and the systemic delivery of them increased the efficacy of anti-PD-1 antibody without prominent side effects in preclinical mice model. Ultimately, ATF3 was found to promote miR-21-3p transcription in IFN-çº?driven ferroptosis.
Ferroptosis	MIR222	microRNA 222	ENSG00000207725.3	miRNA	34978008	The results showed that supplementation of exosomes derived from HBV-infected LO2 cells remarkably enhanced LX-2 cell activation, evidenced by elevated hydroxyprolin (Hyp) secretion and ä¼?SMA and COL1A2 expression. miR-222 was significantly increased in HBV-Exo. Overexpressing miR-222 upregulated cell viability, secretion of Hpy, and expression of ä¼?SMA and COL1A2, which were all blocked by overexpression of TFRC. Further study showed that TFRC was a target of miR-222, and miR-222 promoted LX-2 cell activation through suppressing TFRC-induced ferroptosis in LX-2 cells. Exosomal miR-222 derived from HBV-infected hepatocytes promoted LF through inhibiting TFRC and TFRC-induced ferroptosis.
Ferroptosis	MIR93	microRNA 93	ENSG00000207757.1	miRNA	36341347	miR-93-5p was upregulated in the GCs of PCOS patients. Overexpression of miR-93-5p promoted apoptosis and ferroptosis in KGN cells, while knockdown of miR-93-5p showed the reverse effect. Biological analysis and subsequent experiments demonstrated that miR-93-5p negatively regulates the NF- é­_ signaling pathway.
Ferroptosis	MIR149	microRNA 149	ENSG00000207611.1	miRNA	35532075	Resveratrol improved LPS-induced endotoxemia cardiomyocyte injury by upregulating miR-149 and inhibiting ferroptosis. Resveratrol inhibited HMGB1 expression by upregulating miR-149. HMGB1 upregulation reversed the inhibitory effect of miR-149 on LPS-induced ferroptosis in cardiomyocytes. Resveratrol upregulated miR-149 and downregulated HMGB1 to inhibit ferroptosis and improve myocardial injury in mice with LPS-induced endotoxemia. Collectively, resveratrol upregulated miR-149, downregulated HMGB1, and inhibited the ferroptosis pathway, thus improving cardiomyocyte injury in LPS-induced endotoxemia.
Ferroptosis	MIR142	microRNA 142	ENSG00000284353.1	miRNA	35557596	MiR-142-3p was highly expressed in HBV-infected HCC patients and HBV-infected M1-type macrophages. Inhibition of miR-142-3p or overexpression of SLC3A2 reversed ferroptosis and inhibited the proliferation, migration, and invasion of HCC cells.
Ferroptosis	NEAT1	nuclear paraspeckle assembly transcript 1	ENSG00000245532.11	lncRNA	35833822	Knockdown of NEAT1 elevated viability and GSH level in PD cell model and reduced ROS, MDA, and Fe2+ levels. Moreover, NEAT1 functioned as a sponge to suppress miR_?150_?5p expression. Moreover, miR_?150_?5p overexpression suppressed ferroptosis in PD cell model. We subsequently found that miR_?150_?5p regulated SLC7A11 expression by directly binding to BAP1. miR_?150_?5p inhibition or BAP1 overexpression mitigated the anti_¥æ_erroptosis effect meditated by sh_¥æ_EAT1. Taken together, knockdown of NEAT1 mitigated MPP+_¥æ_nduced ferroptosis through regulating BAP1/SLC7A11 axis by sponging miR_?150_?5p, indicating the potential of NEAT1 as a promising therapeutic target for PD.
