ID	LncRNA name	Species	Biological processes	Cellular component	Molecular fucntions	Clinical applications	Disease	Disease category	drug Resistance/chemoresistance/stress	Mutation	Methods	Sample	Organoid	Expression pattern	Function type	Interaction target	Mode of interaction	Expression pattern of Interaction target	Level of interaction	Type of interaction	Detailed Pathway	PMID	Year	Description of disease/function/interaction	Matches
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Promote disease	hepatocellular carcinoma	Cancer	N/A	N/A	knockdown	HCC tissues and cell lines	N/A	up-regulated	interaction	miR-140-5p	Regulate	N/A	lncRNA-miRNA	binding	Long non-coding RNA SBF2-AS1丨promotes丨hepatocellular carcinoma progression丨through丨regulation of丨miR-140-5p-TGFBR1 pathway	30115383	2018	Long non-coding RNA SBF2-AS1 promotes hepatocellular carcinoma progression through regulation of miR-140-5p-TGFBR1 pathway.	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Promote disease	pancreatic cancer	Cancer	gemcitabine resistance	N/A	knockdown,	pancreatic cancer tissues	N/A	up-regulated	interaction	miR-142-3p	Regulate	N/A	lncRNA-miRNA	binding	SBF2-AS1丨inhibited丨the expression of丨TWF1丨by丨competitively丨binding with丨miR-142-3p丨in丨pancreatic cancer	31619579	2019	knock-down of SBF2-AS1 inhibits the expression of TWF1 by competitively binding with miR-142-3p to induce gemcitabine resistance in pancreatic cancer.	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease diagnosis	glioblastoma	Cancer	temozolomide (TMZ)	N/A	qRT-PCR, FISH, CHIP, luciferase reporter, RIP, immunofluorescence,western blot, immunoblotting	glioblastoma (GBM) tissue	N/A	up-regulated	interaction	miR-151a-3p	Regulate	N/A	lncRNA-miRNA	binding	SBF2-AS1丨functions as丨a ceRNA丨for丨miR-151a-3p丨leading to丨the disinhibition丨of丨its endogenous target	30992025	2019	LncSBF2-AS1 in human serum may serve as a possible diagnostic marker for therapy-refractory GBM.	
EL5078	SBF2-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	acute myeloid leukemia	Cancer	N/A	N/A	qRT-PCR	acute myeloid leukemia (AML) cells	N/A	up-regulated	interaction	miR-188-5p	Regulate	N/A	lncRNA-miRNA	binding	SBF2-AS1丨upregulated丨the expression level丨of丨ZFP91丨by丨sponging丨miR-188-5p	31062614	2019	Long noncoding RNA SBF2-AS1 act as a ceRNA to modulate cell proliferation via binding with miR-188-5p in acute myeloid leukemia.	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Therapeutic target	laryngeal cancer	Cancer	N/A	N/A	qRT-PCR, overexpression	laryngeal cancer cells	N/A	down-regulated	interaction	miR-302b-3p	Regulate	up-regulated	lncRNA-miRNA	regulation	SBF2-AS1|upregulate|miR-302b-3p|downregulate|TGFBR2|inhibit|metastasis in laryngeal cancer	34644425	2022	Low expression of LncRNA SBF2-AS1 regulates the miR-302b-3p/TGFBR2 axis, promoting metastasis in laryngeal cancer.	
EL5078	SBF2-AS1	Homo sapiens	Haematopoiesis and immune responses	N/A	Gene regulation	Disease diagnosis	glioblastoma	Cancer	N/A	N/A	Knockdown	glioma, GBM cell lines	N/A	up-regulated	interaction	miR-338-3p	Regulate	N/A	lncRNA-miRNA	regulation	SBF2-AS1丨 repressed丨GBM cell-driven angiogenesis丨via丨enhancing丨the inhibitory effect丨of丨miR-338-3p丨on丨EGFL7	28983240	2017	Long non-coding RNA SBF2 antisense RNA 1 (SBF2-AS1) was upregulated in glioma samples and knockdown of SBF2-AS1 impaired GBM-induced angiogenesis.	
EL5078	SBF2-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	non-small cell lung cancer	Cancer	N/A	N/A	RIP, luciferase reporter gene assay, immunoblotting assay	NSCLC tissues , normal tissues, nude mice	N/A	up-regulated	interaction	miR-338-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SBF2-AS1 |bind|miR-338-3p|upregulate| ADAM17|promote| the growth and metastatic phenotypes of NSCLC	32976115	2020	Long noncoding RNA SBF2-AS1 contributes to the growth and metastatic phenotypes of NSCLC via regulating miR-338-3p/ADAM17 axis.	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	Endoplasmic reticulum	Decoy for hijacking proteins	Inhibit disease	clear cell renal cell carcinoma	Cancer	N/A	N/A	RNA pull-down assays, immunofluorescence assays, RIP, RNA pull-down assays, dual-luciferase reporter, knockdown	ccRCC tissues	N/A	up-regulated	interaction	miR-338-3p	Regulate	down-regulated	lncRNA-miRNA	regulation	SBF2-AS1|downregulate| miR-338-3p|promote|ccRCC	32719443	2021	silencing SBF2-AS1 exerted suppressive effects on ccRCC by elevating miR-338-3p and suppressing ETS1	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	Nucleus	Gene regulation	Disease treatment	clear cell renal cell carcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown, overexpression, Luciferase reporter assayscalcein-AM/PI,	ccRCC tissues and cells	N/A	up-regulated	interaction	miR-338-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SBF2-AS1|inhibite|miR-338-3p |expression|indirectly target |ETS1|elevate cell proliferation, migration and invasion |induce|cell apoptosis and autophagy	32719443	2021	silencing SBF2-AS1 exerted suppressive effects on ccRCC by elevating miR-338-3p and suppressing ETS1.	
EL5078	SBF2-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	oesophageal squamous cell carcinoma	Cancer	N/A	N/A	overexpression	Lines of squamous cell carcinoma of the esophagus	N/A	up-regulated	interaction	miR-338-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SBF2-AS1 | bind | miR-338-3P/miR-362-3P | upregulate | E2F1 | promote |esophageal squamous cell carcinoma	33436941	2021	SBF2-AS1 may be used as ceRNA to combine with miR-338-3P and miR-362-3P to up-regulate the expression ofE2F1, and ultimately play a role in promoting cancer. It may be used as a therapeutic target and a biomarker for prognosis.	
EL5078	SBF2-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	serous ovarian carcinoma	Cancer	N/A	N/A	knockdown	serous ovarian carcinoma cells	N/A	up-regulated	interaction	miR-338-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SBF2-AS1|bind|microRNA-338-3p|promote|cell growth and invasion in serous ovarian carcinoma.	34850542	2022	silencing of SBF2-AS1 inhibits cell growth and invasion by Sponging microRNA-338-3p in serous ovarian carcinoma.	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease treatment	serous ovarian carcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	serous ovarian carcinoma cells	N/A	up-regulated	interaction	miR-338-3p	Regulate	N/A	lncRNA-miRNA	binding	SBF2-AS1 | bind | microRNA-338-3p | promote | serous ovarian carcinoma	34850542	2022	Silencing of SBF2-AS1 inhibits cell growth and invasion by sponging microRNA-338-3p in serous ovarian carcinoma.	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Promote disease	cervical cancer	Cancer	N/A	N/A	Function assays	cervical cancer cells	N/A	up-regulated	interaction	miR-361-5p	Regulate	N/A	lncRNA-miRNA	regulation	SBF2-AS1 upregulation丨restrained丨the activity丨of丨miR-361-5p丨and丨led to丨 overexpression丨of丨FOXM1丨in丨CC cells	30856345	2019	LncRNA SBF2-AS1 promotes the progression of cervical cancer by regulating miR-361-5p/FOXM1 axis.	
EL5078	SBF2-AS1	Homo sapiens	Cell proliferation	N/A	Signaling pathways regulation	Therapeutic target	hepatocellular carcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, Luciferase reporter assays	HepG2, Hep3B, Bel-7402 and HL-7702 cell lines, xenograft mouse model (XMM) , normal hepatocyte cell line	N/A	up-regulated	interaction	miR-361-5p	Regulate	N/A	lncRNA-miRNA	regulation	N/A	34341185	2021	downregulation of lncRNA SBF2-AS1 inhibits HCC proliferation and migration through the regulation of the miR-361-5p/TGF-β1 signaling pathway	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Metastasis 	non-small cell lung cancer	Cancer	N/A	N/A	immunoprecipitation, knockdown, luciferase	non-small-cell lung cancer	N/A	up-regulated	interaction	miR-362-3p	Regulate	N/A	lncRNA-DNA	binding	miR-362-3p 丨bind with丨3'-UTR丨of丨SBF2-AS1	32364763	2020	These results demonstrate that E2F1-induced overexpression of SBF2-AS1 promotes the expression of GRB2 by targeting miR-362-3p to facilitate the metastasis of NSCLC.	
EL5078	SBF2-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	oesophageal squamous cell carcinoma	Cancer	N/A	N/A	overexpression	Lines of squamous cell carcinoma of the esophagus	N/A	up-regulated	interaction	miR-362-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SBF2-AS1 | bind | miR-338-3P/miR-362-3P | upregulate | E2F1 | promote |esophageal squamous cell carcinoma	33436941	2021	SBF2-AS1 may be used as ceRNA to combine with miR-338-3P and miR-362-3P to up-regulate the expression ofE2F1, and ultimately play a role in promoting cancer. It may be used as a therapeutic target and a biomarker for prognosis.	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	N/A	Gene regulation	Disease treatment	papillary thyroid cancer	Cancer	N/A	N/A	qRT-PCR, overexpression	thyroid tissues	N/A	up-regulated	interaction	miR-431-5p	Regulate	down-regulated	lncRNA-miRNA	binding	SBF2-AS1|bind|miR-431-5p|bind|CDK 14|promote|human papillary thyroid cancer	32602632	2020	SBF2-AS1 promotes cell growth through targeting miR-431-5p/CDK14 axis in human papillary thyroid cancer	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease treatment	diffuse large B-cell lymphoma	Cancer	N/A	N/A	knockdown	DLBCL tissues, cell lines	N/A	up-regulated	interaction	miR-494-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SBF2-AS1|bind|miR-494-3p|promote| Diffuse Large B-cell Lymphoma Growth	33519236	2021	LncRNA SBF2-AS1 Promotes Diffuse Large B-cell Lymphoma Growth by Regulating FGFR2 via sponging miR-494-3p	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease treatment	non-small cell lung cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays, RIP	NSCLC tissues	N/A	up-regulated	interaction	miR-520a-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SBF2-AS1 | bind | miR-520a-3p | promote | nonsmall cell lung cancer	35444785	2022	SBF2-AS1 accelerated the proliferation, migration, and invasion of NSCLC cells via mediating miR-520a-3p, thus promoting NSCLC progression.	
EL5078	SBF2-AS1	Homo sapiens	Cell proliferation	Exosomes	Sponging miRNAs	Therapeutic target	abdominal aortic aneurysm	Cancer	N/A	N/A	qRT-PCR, knockdown	Bone marrow stem cells	N/A	up-regulated	interaction	miR-520f-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SBF2-AS1|bind|miR-520f-3p|upregulate|SMARCD1 expression|promote|Abdominal Aortic Aneurysm Formation	35968497	2022	Long Noncoding RNA SBF2-AS1 Promotes Abdominal Aortic Aneurysm Formation through the miRNA-520f-3p/SMARCD1 Axis.	
EL5078	SBF2-AS1	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Promote disease	colorectal cancer	Cancer	N/A	N/A	knockdown,	CRC cells	N/A	up-regulated	interaction	miR-619-5p	Regulate	N/A	lncRNA-miRNA	binding	SBF2-AS1丨sponge for丨miR-619-5p	30912164	2019	Long noncoding RNA SBF2-AS1 promotes colorectal cancer proliferation and invasion by inhibiting miR-619-5p activity and facilitating HDAC3 expression.	
EL5080	SCAMP1	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Disease diagnosis	ovarian cancer	Cancer	N/A	N/A	luciferase gene reporter assay, qRT-PCR	OC cells	N/A	up-regulated	interaction	miR-137	Regulate	N/A	lncRNA-miRNA	binding	SCAMP1丨bind with丨miR-137丨and丨SCAMP1丨sponged丨miR-137丨to丨 accelerate丨the progression of OC	32401536	2020	MiR-137 expression was negatively correlated with SCAMP1 (or CXCL12) expression, and SCAMP1 expression was positively correlated with CXCL12 expression in OC.	
EL5080	SCAMP1	Homo sapiens	EMT	N/A	Transcription regulation	Promote disease	renal cell carcinoma	Cancer	oxidative stress;H2O2 treatment	N/A	qRT-PCR, western blot	renal cell carcinoma cells	N/A	up-regulated	interaction	miR-429	Regulate	N/A	lncRNA-miRNA	regulation	LncRNA SCAMP1丨regulates丨ZEB1/JUN丨and丨autophagy丨to丨promote丨 pediatric renal cell carcinoma丨via丨miR-429	31550675	2019	LncRNA SCAMP1 regulates ZEB1/JUN and autophagy to promote pediatric renal cell carcinoma under oxidative stress via miR-429.	
EL5080	SCAMP1	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Promote disease	glioma	Cancer	N/A	N/A	Overexpression, knockdown	glioma tissues and cells	N/A	up-regulated	interaction	miR-499a-5p	Regulate	N/A	lncRNA-miRNA	binding	inhibition of SCAMP1丨restrained丨the cell proliferation丨as well as丨promoted丨 apoptosis丨by丨acting as丨a molecular sponge丨of丨miR-499a-5p	31207033	2019	Knockdown of LncRNA SCAMP1 suppressed malignant biological behaviours of glioma cells via modulating miR-499a-5p/LMX1A/NLRC5 pathway.	
EL5084	SCARNA2	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Therapeutic target	colorectal cancer	Cancer	N/A	N/A	overexpression	CRC tissues than adjacent normal tissues	N/A	up-regulated	interaction	miR-342-3p	Regulate	N/A	lncRNA-miRNA	binding	SCARNA2丨promotes丨chemotherapy resistance丨via丨competitively丨binding丨 miR-342-3p丨to丨facilitate丨EGFR丨and丨BCL2 expression丨in丨CRC cells	30443961	2019	SCARNA2 regulates CRC chemoresistance through targeting miR-342-3p-EGFR/BCL2 pathway, providing a promising therapeutic target for CRC.	
EL5084	SCARNA2	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	cutaneous squamous cell carcinoma	Cancer	N/A	N/A	qRT-PCR	cSCC cell	N/A	up-regulated	interaction	miR-342-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SCARNA2|bind| miR-342-3p|promote|cutaneous squamous cell carcinoma progression	32558970	2020	Long non-coding RNA SCARNA2 induces cutaneous squamous cell carcinoma progression via modulating miR-342-3p expression	
EL5088	SCAT8	Homo sapiens	Apoptosis	N/A	Sponging miRNAs	Therapeutic target	nasopharyngeal carcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	nasopharyngeal carcinoma cellls	N/A	down-regulated	interaction	miR-125b-5p	Regulate	up-regulated	lncRNA-miRNA	binding	SCAT8|bind|miR-125b-5p|regulate|SCARB1|inhibit|nasopharyngeal carcinoma	37009875	2023	the expression of SCARB1 could be regulated by the lncRNA, SCAT8 and the microRNA, miR-125b-5p. Moreover, as a ceRNA of miR-125b-5p, SCAT8 can not only regulate the expression of SCARB1, but also regulate the malignant progression of nasopharyngeal carcinoma.	
EL5090	SCHLAP1	Homo sapiens	Apoptosis	N/A	Sponging miRNAs	Disease treatment	breast cancer	Cancer	N/A	N/A	knockdown, overexpression	breast cancer cells	N/A	up-regulated	interaction	miR-524-5p	Regulate	down-regulated	lncRNA-miRNA	binding	SChLAP1|bind|miR-524-5p|upregulate|HMGA2| promote|regulates the proliferation of triple negative breast cancer cells	33846810	2021	Long non-coding RNA SChLAP1 regulates the proliferation of triple negative breast cancer cells via the miR-524-5p/HMGA2 axis.	
EL5100	SDHAP1	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Therapeutic target	ovarian cancer	Cancer	paclitaxe	N/A	qRT-PCR, Knockdown, western blot, Luciferase reporter assay, ELISA, RNA pulldown,	OS (cancer) and adjacent nontumor tissues, Human ovarian cancer cell lines (Hey-8, SKOV3)	N/A	up-regulated	interaction	miR-4465	Regulate	N/A	lncRNA-miRNA	regulation	SDHAP1丨upregulated丨EIF4G2丨by丨sponging丨miR-4465丨thus丨facilitated丨the PTX-induced apoptosis丨in丨ovarian cancer cells	32211849	2020	The regulation network involving SDHAP1, miR-4465 and EIF4G2 could be a potential therapy target for the PTX-resistant ovarian cancer	
EL5108	SEMA3B-AS1	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	triple-negative breast cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Luciferase reporter assays, RIP	TNBC tissues	N/A	down-regulated	interaction	miR-3940-3p	Regulate	up-regulated	lncRNA-miRNA	binding	SEMA3B-AS1|bind|miR-3940-3p|bind|KLLN|inhibit|triple-negative breast cancer	36123344	2022	LncRNA SEMA3B-AS1 inhibits triple-negative breast cancer progression by targeting miR-3940/KLLN axis.	
EL5108	SEMA3B-AS1	Homo sapiens	Disease-relevant functions	N/A	Transcription regulation	Inhibit disease	gastric cardia adenocarcinoma	Cancer	N/A	N/A	qRT-PCR, western blot, Overexpression, immunohistochemical staining, Chromatin immunoprecipitation, RNA immunoprecipitation, RNA pull-down	gastric cancer cells.	N/A	down-regulated	interaction	miR-6872-5p	Regulate	N/A	lncRNA-miRNA	regulation	SEMA3B-AS1丨induced丨the expression丨of丨SEMA3B丨by丨interacting with丨 MLL4	30656427	2019	MiR-6872 host gene SEMA3B and its antisense lncRNA SEMA3B-AS1 function synergistically to suppress gastric cardia adenocarcinoma progression.	
EL5108	SEMA3B-AS1	Homo sapiens	Cell proliferation	N/A	Transcription regulation	Disease diagnosis	hepatocellular carcinoma	Cancer	N/A	N/A	overexpression	HCC tissues	N/A	down-regulated	interaction	miR-718	Regulate	N/A	lncRNA-miRNA	regulation	SEMA3B-AS1丨inversely丨correlated with丨miR-718丨and丨positively丨correlated丨with丨PTEN	31251699	2019	MiR-718 mediates the indirect interaction between lncRNA SEMA3B-AS1 and PTEN to regulate the proliferation of hepatocellular carcinoma cells.	
EL5110	SEMA5A-IT1	Homo sapiens	Apoptosis, Ferroptosis	Cytoplasm	Sponging miRNAs	Inhibit disease	myocardial ischemia/reperfusion injury	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, RIP, Dual-luciferase reporter assays	cardiomyocyte-like cells, AC16 cells	N/A	down-regulated	interaction	miR-143-3p	Regulate	up-regulated	lncRNA-miRNA	binding	SEMA5A-IT1|bind|miR-143-3p|downregulate|BCL2 and SLC7A11 expression|inhibit|myocardial ischemia–reperfusion injury	36284269	2022	Circulating sEVs could deliver SEMA5A-IT1 to protect cardiomyocytes against apoptosis and ferroptosis via sponging miR-143-3p to upregulate BCL2 and SLC7A11 levels.	
EL5112	SENCR	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	non-small cell lung cancer	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, Luciferase reporter assays	NSCLC cells	N/A	up-regulated	interaction	miR-1-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SENCR|sponge|miR-1-3p	34224326	2021	LncRNA SENCR promotes cell proliferation and progression in non-small-cell lung cancer cells via sponging miR-1-3p	
EL5112	SENCR	Homo sapiens	Cell proliferation	N/A	Gene regulation	Inhibit disease	cardiovascular disease	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression	mouse AD models	N/A	up-regulated	interaction	miR-206	Regulate	down-regulated	lncRNA-miRNA	regulation	SENCR|bind|miR-206|upregulate|myocardin|inhibit|aortic dilatation	35351345	2022	SENCR overexpression attenuated the proliferation, migration and phenotypic switching of vascular smooth muscle cells in aortic dissection via the miR-206/myocardin axis	
EL5112	SENCR	Homo sapiens	Disease-relevant functions	Cytoplasm	Sponging miRNAs	Disease treatment	cardiovascular disease	Others	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	vascular smooth muscle cells	N/A	down-regulated	interaction	miR-206	Regulate	up-regulated	lncRNA-miRNA	binding	SENCR| bind |miR-206|upregulate|myocardin |inhibit|the proliferation, migration and phenotypic	35351345	2022	LncRNA SENCR overexpression attenuated the proliferation, migration and phenotypic switching of vascular smooth muscle cells in aortic dissection via the miR-206/myocardin axis	
EL5112	SENCR	Homo sapiens	Cell proliferation	N/A	Signaling pathways regulation	Promote disease	coronary heart disease	Others	N/A	N/A	overexpression, knockdown, luciferase reporter assay	N/A	N/A	up-regulated	interaction	miR-4731-5p	Regulate	N/A	lncRNA-miRNA	binding	miR-4731-5p丨directly丨bind to丨SENCR	32401347	2020	SENCR affects HA-VSMCs proliferation and migration via regulating the miR-4731-5p/FOXO3a pathway.	
EL5112	SENCR	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Promote disease	acute myeloid leukemia	Cancer	N/A	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	Human bone marrow stromal cell	N/A	up-regulated	interaction	miR-4731-5p	Regulate	down-regulated	lncRNA-miRNA	binding	SENCR|bind|miR-4731-5p|downregulate|IRF2|promote|AML	37120908	2023	Long noncoding RNA SENCR facilitates the progression of acute myeloid leukemia through the miR-4731-5p/IRF2 pathway.	
EL5114	SENP3-EIF4A1	Homo sapiens	Disease-relevant functions	Exosome	Gene regulation	Disease diagnosis	hepatocellular carcinoma	Cancer	N/A	N/A	qRT-PCR, FISH, luciferase reporter assay, RIP	tissues and exosomes	N/A	down-regulated	interaction	miR-9-5p	Regulate	up-regulated	lncRNA-miRNA	binding	SENP3-EIF4A1| bind|miR-9-5p|downregulate|ZFP36|inhibit| tumor growth	32602848	2020	exosomal SENP3-EIF4A1 was capable of inhibiting tumor growth in vivo and modulating the expression of ZFP36 by competitively binding to miR-9-5p.	
EL5116	SERPINB9P1	Homo sapiens	Disease-relevant functions	Cytoplasm	Sponging miRNAs	Promote disease	N/A	N/A	N/A	N/A	qRT-PCR, Western blot, Luciferase reporter assays	The bone marrow samples	N/A	up-regulated	interaction	miR-545-3p	Regulate	down-regulated	lncRNA-miRNA	binding	SERPINB9P1|bind|miR-545-3p|bind|SIRT6|promote|the osteogenic differentiation of BMSCs	36348062	2023	lncRNA SERPINB9P1 was proven to regulate the osteogenic differentiation of BMSCs by altering SIRT6 expression through its suppressive effects on miR-545-3p.	
EL5119	SFTA1P	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease treatment	lung cancer	Cancer	N/A	N/A	qRT-PCR, Western blot, Luciferase reporter assays	lung cancer cells.	N/A	down-regulated	interaction	miR-324-5p	Regulate	up-regulated	lncRNA-miRNA	binding	SFTA1P|bind|miR-324-5p|inhibit|Lung Cancer	33061453	2020	Expression of GATA6-AS1 was decreased in lung cancer based on the analysis of RNA sequencing dataset, TCGA data and RT-qPCR of clinical tissue samples. Via overexpression of GATA6-AS1, it was revealed that GATA6-AS1 inhibited lung cancer cell proliferation and invasion. Oncogene miR-324-5p was predicted to interact with GATA6-AS1. RT-qPCR and dual-luciferase reporter assay verified the regulation of miR-324-5p by GATG6-AS1 in lung cancer cells. Overexpression of GATA6-AS1 increased the expression of FBXO11 and SP1, two target genes of miR-324-5p. We further showed that miR-324-5p mimic reversed the effect of GATA6-AS1 overexpression in lung cancer cells. Expression of GATA6-AS1 was decreased in lung cancer based on the analysis of RNA sequencing dataset, TCGA data and RT-qPCR of clinical tissue samples. Via overexpression of GATA6-AS1, it was revealed that GATA6-AS1 inhibited lung cancer cell proliferation and invasion. Oncogene miR-324-5p was predicted to interact with GATA6-AS1. RT-qPCR and dual-luciferase reporter assay verified the regulation of miR-324-5p by GATG6-AS1 in lung cancer cells. Overexpression of GATA6-AS1 increased the expression of FBXO11 and SP1, two target genes of miR-324-5p. We further showed that miR-324-5p mimic reversed the effect of GATA6-AS1 overexpression in lung cancer cells.	
EL5119	SFTA1P	Homo sapiens	Apoptosis	N/A	Signaling pathways regulation	Disease treatment	hepatocellular carcinoma	Cancer	N/A	N/A	Western blot, knockdown, Luciferase reporter assays	nude mice models	N/A	up-regulated	interaction	miR-4766-5p	Regulate	down-regulated	lncRNA-miRNA	regulation	miR-4766-5p|downregulate|miR-4766-5p|activate|PI3K/AKT/mTOR signaling pathway|promote|HCC	33061455	2020	lncRNA SFTA1P could promote tumor development in HCC by down-regulating miR-4766-5p expression via PI3K/AKT/mTOR signaling pathway. It may be a potential therapeutic target for HCC.	
EL5120	SFTA3	Homo sapiens	Cell proliferation	N/A	Sponging miRNAs	Disease treatment	pulmonary arterial hypertension	Others	hypoxia condition	N/A	qRT-PCR, knockdown, Western blot, overexpression, Luciferase reporter assays	hypoxic human pulmonary artery smooth muscle cells	N/A	down-regulated	interaction	miR-23a-3p	Regulate	N/A	lncRNA-miRNA	binding	PAHRF |sponge|miR-23a-3p	34126237	2021	The lncRNA PAHRF functions as a competing endogenous RNA to regulate MST1 expression by sponging miR-23a-3p in pulmonary arterial hypertension.	
EL5122	SGMS1-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Inhibit disease	lung adenocarcinoma	Cancer	N/A	N/A	qRT-PCR, knockdown, overexpression	LUAD tissues and normal tissues , Human bronchial epithelial cell (HBE) and all LUAD cell lines (A549, PC9, H1975)	N/A	down-regulated	interaction	miR-106a-5p	Regulate	up-regulated	lncRNA-miRNA	binding	SGMS1-AS1|bind|miR-106a-5p|downregulate|inhibit|the proliferation, invasion, migration and EMT progression of LUAD cells	34061466	2021	lncRNA SGMS1-AS1 inhibits the proliferation, invasion, migration and EMT progression of LUAD cells via targeting miR-106a-5p/MYLIP axis.	
EL5124	SH3BP5-AS1	Homo sapiens	EMT, Cell proliferation	N/A	Sponging miRNAs	Therapeutic target	pancreatic cancer	Cancer	GEM	N/A	qRT-PCR, Western blot, overexpression, RIP, RNA Pull-down	PC cells	N/A	up-regulated	interaction	miR-139-5p	Regulate	down-regulated	lncRNA-miRNA	binding	SH3BP5-AS1|bind|miR-139-5p|downregulate|CTBP1|activate|Wnt/β-catenin pathway|promote|GEM chemoresistance in pancreatic cancer	36397058	2022	SH3BP5-AS1 activated Wnt signaling pathway by sponging miR-139-5p, upregulating CTBP1 expression, and promoted the GEM chemoresistance in pancreatic cancer.	
EL5125	SH3PXD2A-AS1	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Disease treatment	colorectal cancer	Cancer	N/A	N/A	knockdown	colorectal cancer cells	N/A	up-regulated	interaction	miR-330-5p	Regulate	down-regulated	lncRNA-miRNA	binding	SH3PXD2A-AS1|bind|miR-330-5p|upregulate|UBA2 |activate|Wnt/β-catenin signaling pathway|promote|progression of colorectal cancer	33073888	2021	SH3PXD2A-AS1/miR-330-5p/UBA2 ceRNA network mediates the progression of colorectal cancer through regulating the activity of the Wnt/β-catenin signaling pathway.	
EL5127	SHNG16	Homo sapiens	Disease-relevant functions	N/A	Sponging miRNAs	Inhibit disease	N/A	N/A	Dexmedetomidine (DEX)	N/A	dual-luciferase	MCAO brain tissues or OGD treated neurons.	N/A	down-regulated	interaction	miR-10b-5p	Regulate	N/A	lncRNA-miRNA	binding	SHNG16丨targeted on丨miR-10b-5p丨bind丨directly丨to丨the 3'-UTR sites of BDNF丨and丨negatively丨regulate丨its expression	32323054	2020	DEX exerts neuroprotective in ischemic stroke via improving neuron damage, the underlying mechanism may be upregulating SHNG16 and BDNF via sponging miR-10b-5p.	
